"user";"revenue";"units";"ls.date";"tsls";"rating";"ttp";"total.sessions";"completed";"completed.post";"win.rate";"tries";"device";"tbs";"tsad"
7890;"NULL";"NULL";"2015-05-26";"155235";1;2025;5;"0.266666666667";"0.266666666667";"0.833333333333";"6.0";"iphone";"4033.75";171323
8338;"NULL";"NULL";"2015-05-27";"48549";0;2127;5;"0.288888888889";"0.333333333333";"0.294117647059";"17.0";"iphone";"41972.75";216786
5242;"NULL";"NULL";"2015-05-27";"33537";0;831;9;"0.333333333333";"0.555555555556";"0.583333333333";"12.0";"iphone";"4019.5";65360
7245;"NULL";"NULL";"2015-05-26";"103593";0;1553;3;"0.222222222222";"0.222222222222";"0.5";"6.0";"ipad";"6169.5";116935
3270;"NULL";"NULL";"2015-05-27";"7927";0;3001;2;"0.4";"0.4";"0.75";"20.0";"ipad";"2303.0";13224
169;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"NULL";89424
8214;"NULL";"NULL";"2015-05-27";"8166";0;5167;4;"0.466666666667";"0.555555555556";"0.75";"16.0";"iphone";"58151.0";184127
6576;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"NULL";183128
7487;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.2";"0.2";"0.75";"4.0";"iphone";"NULL";126105
9625;"NULL";"NULL";"2015-05-26";"106836";0;6360;5;"0.333333333333";"0.466666666667";"0.818181818182";"11.0";"ipad";"7405.5";136702
6883;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.266666666667";"0.266666666667";"0.625";"8.0";"iphone";"NULL";5116
7398;"NULL";"NULL";"2015-05-26";"135506";0;9881;12;"0.422222222222";"0.422222222222";"0.65";"60.0";"ipad";"9071.90909091";236179
2965;"NULL";"NULL";"2015-05-25";"211657";-1;223;2;"0.155555555556";"0.155555555556";"0.125";"8.0";"iphone";"86665.0";211881
5259;"NULL";"NULL";"2015-05-27";"25859";0;1171;4;"0.222222222222";"0.222222222222";"0.285714285714";"7.0";"iphone";"54009.0";187986
5500;"NULL";"NULL";"2015-05-26";"90588";0;112;3;"0.177777777778";"0.177777777778";"0.8";"5.0";"iphone";"7813.5";103675
9228;"NULL";"NULL";"2015-05-27";"376";0;15356;19;"0.822222222222";"1.11111111111";"0.41935483871";"62.0";"iphone";"5420.0";97793
8576;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.444444444444";"0.75";"4.0";"ipad";"NULL";1075
7439;"NULL";"NULL";"2015-05-27";"38414";1;9032;20;"0.777777777778";"0.777777777778";"0.337662337662";"154.0";"iphone";"4404.05263158";97630
9094;"NULL";"NULL";"2015-05-27";"80223";0;4405;1;"0.333333333333";"0.333333333333";"0.478260869565";"23.0";"ipad";"NULL";84629
655;"NULL";"NULL";"2015-05-27";"62654";0;1512;3;"0.288888888889";"0.288888888889";"0.6875";"16.0";"iphone";"28744.0";120786
2722;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"0.5";"2.0";"ipad";"NULL";127970
139;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"2.0";"ipad";"NULL";182729
7931;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"ipad";"NULL";36236
3857;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"NULL";54132
3510;"NULL";"NULL";"2015-05-27";"78369";0;5750;14;"0.666666666667";"0.666666666667";"0.291139240506";"79.0";"ipod";"11933.7692308";186052
5736;"NULL";"NULL";"2015-05-26";"168561";0;468;2;"0.222222222222";"0.266666666667";"0.5";"6.0";"ipad";"1385.0";170414
646;"NULL";"NULL";"2015-05-25";"202050";-1;187;3;"0.155555555556";"0.155555555556";"0.333333333333";"3.0";"iphone";"135.0";202270
3121;"NULL";"NULL";"2015-05-27";"17278";0;10765;4;"0.822222222222";"0.888888888889";"0.489795918367";"49.0";"ipad";"32998.0";116415
6254;"NULL";"NULL";"2015-05-27";"23612";1;721;3;"0.222222222222";"0.222222222222";"0.6";"5.0";"iphone";"87024.5";197676
2517;"NULL";"NULL";"2015-05-25";"204328";-1;140;2;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"79268.0";204469
329;"NULL";"NULL";"2015-05-27";"7812";0;15913;20;"0.666666666667";"0.666666666667";"0.384615384615";"52.0";"iphone";"10022.1052632";198495
2162;"NULL";"NULL";"2015-05-27";"398";0;1213;2;"0.222222222222";"0.333333333333";"0.375";"8.0";"iphone";"1232.0";1633
5648;"NULL";"NULL";"2015-05-27";"85853";0;1601;3;"0.355555555556";"0.4";"0.818181818182";"11.0";"iphone";"686.0";87581
6437;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"0.5";"6.0";"ipad";"NULL";209068
3486;"NULL";"NULL";"2015-05-26";"116862";0;22636;22;"0.555555555556";"0.555555555556";"0.226086956522";"115.0";"ipad";"6327.38095238";240601
5798;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"ipad";"NULL";32982
8448;"NULL";"NULL";"2015-05-26";"90939";-1;1;2;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"49.0";90941
2659;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.155555555556";"0.155555555556";"1.0";"2.0";"iphone";"NULL";114393
2366;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"ipad";"NULL";13324
9988;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"NULL";220512
7911;"NULL";"NULL";"2015-05-25";"176839";0;696;4;"0.177777777778";"0.177777777778";"0.428571428571";"7.0";"iphone";"26598.3333333";257148
3497;"NULL";"NULL";"2015-05-27";"38941";0;3136;11;"0.444444444444";"0.444444444444";"1.0";"11.0";"iphone";"18080.0";195065
5577;"NULL";"NULL";"2015-05-27";"10627";0;2394;4;"0.288888888889";"0.333333333333";"0.291666666667";"24.0";"ipad";"37219.6666667";122412
6436;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.266666666667";"0.266666666667";"0.714285714286";"7.0";"iphone";"NULL";17120
899;"NULL";"NULL";"2015-05-26";"112777";0;881;3;"0.222222222222";"0.222222222222";"0.428571428571";"7.0";"ipad";"1151.0";113677
8513;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"NULL";38053
8138;"NULL";"NULL";"2015-05-26";"170839";-1;1260;2;"0.222222222222";"0.222222222222";"0.8";"5.0";"ipad";"1465.0";173492
108;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"NULL";181405
6756;"NULL";"NULL";"2015-05-27";"74952";0;3685;8;"0.444444444444";"0.444444444444";"0.666666666667";"18.0";"ipad";"17623.2857143";198046
3995;"NULL";"NULL";"2015-05-26";"153828";-1;63;2;"0.133333333333";"0.133333333333";"0.5";"2.0";"ipad";"453.0";153892
2823;"NULL";"NULL";"2015-05-27";"13175";0;935;2;"0.4";"0.4";"0.714285714286";"14.0";"ipad";"4958.0";14111
3878;"NULL";"NULL";"2015-05-27";"38241";0;413;1;"0.177777777778";"0.177777777778";"0.666666666667";"3.0";"iphone";"NULL";38655
8347;"NULL";"NULL";"2015-05-25";"205201";0;577;3;"0.177777777778";"0.177777777778";"0.5";"6.0";"iphone";"5438.0";206420
9203;"NULL";"NULL";"NULL";"NULL";1;0;1;"0.155555555556";"0.155555555556";"1.0";"2.0";"ipad";"NULL";59214
446;"NULL";"NULL";"2015-05-25";"198137";0;1004;1;"0.266666666667";"0.266666666667";"0.666666666667";"9.0";"iphone";"NULL";199142
5974;"NULL";"NULL";"2015-05-27";"18784";0;10471;31;"0.711111111111";"0.888888888889";"0.5";"40.0";"iphone";"6229.06666667";205754
2153;"NULL";"NULL";"2015-05-26";"93222";0;1029;4;"0.222222222222";"0.222222222222";"0.538461538462";"13.0";"ipad";"5301.33333333";102889
3775;"NULL";"NULL";"2015-05-27";"32059";1;7030;6;"0.555555555556";"1.0";"0.607142857143";"28.0";"iphone";"1541.6";39814
6696;"NULL";"NULL";"2015-05-27";"27812";0;4035;5;"0.333333333333";"0.422222222222";"0.875";"8.0";"ipad";"32840.75";160679
9001;"NULL";"NULL";"2015-05-27";"6940";0;8529;16;"0.333333333333";"0.333333333333";"0.592592592593";"27.0";"ipad";"11269.8666667";177809
7406;"NULL";"NULL";"2015-05-26";"99857";-1;62;3;"0.133333333333";"0.133333333333";"NULL";"NULL";"ipad";"10943.0";104346
3977;"NULL";"NULL";"2015-05-25";"195699";-1;164;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"ipad";"NULL";195864
499;"NULL";"NULL";"2015-05-26";"96214";0;980;4;"0.266666666667";"0.266666666667";"0.636363636364";"11.0";"iphone";"48347.3333333";241566
6852;"NULL";"NULL";"2015-05-27";"37471";0;436;2;"0.155555555556";"0.222222222222";"0.75";"4.0";"iphone";"46770.0";84383
527;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.444444444444";"1.0";"3.0";"iphone";"NULL";43408
2348;"NULL";"NULL";"2015-05-27";"10585";0;3829;1;"0.333333333333";"0.888888888889";"0.916666666667";"12.0";"ipad";"NULL";14415
2262;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.177777777778";"0.177777777778";"0.5";"4.0";"iphone";"NULL";139469
7790;"NULL";"NULL";"2015-05-27";"16143";0;11848;32;"0.666666666667";"0.666666666667";"0.333333333333";"84.0";"iphone";"5262.70967742";179388
1103;"NULL";"NULL";"2015-05-26";"105010";0;1755;2;"0.222222222222";"0.222222222222";"0.3";"10.0";"iphone";"88251.0";194031
1792;"NULL";"NULL";"2015-05-27";"6253";0;4006;8;"0.533333333333";"0.533333333333";"0.52";"50.0";"ipod";"22799.7142857";243476
1900;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"0.6";"5.0";"iphone";"NULL";92834
1892;"NULL";"NULL";"2015-05-27";"62775";0;31;2;"0.222222222222";"0.222222222222";"0.75";"4.0";"iphone";"282.0";62807
4741;"NULL";"NULL";"2015-05-26";"168841";0;2217;2;"0.4";"0.4";"0.7";"20.0";"ipod";"2297.0";171059
9370;"NULL";"NULL";"2015-05-27";"1392";0;2540;3;"0.266666666667";"0.4";"0.571428571429";"7.0";"ipad";"18767.0";38928
7652;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"0.5";"6.0";"ipad";"NULL";193758
7511;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"0.5";"2.0";"iphone";"NULL";121432
4299;"NULL";"NULL";"2015-05-25";"204987";0;746;4;"0.288888888889";"0.288888888889";"0.875";"8.0";"iphone";"3154.0";209479
248;"NULL";"NULL";"2015-05-27";"14530";0;2174;5;"0.444444444444";"0.444444444444";"0.6875";"16.0";"ipad";"4139.25";31844
3403;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.266666666667";"0.266666666667";"0.571428571429";"7.0";"ipad";"NULL";74650
8622;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"NULL";110002
4034;"NULL";"NULL";"2015-05-25";"203342";-1;5988;6;"0.155555555556";"0.155555555556";"0.236842105263";"76.0";"iphone";"2815.4";212060
1955;"NULL";"NULL";"2015-05-27";"2016";0;450;2;"0.222222222222";"0.333333333333";"0.6";"5.0";"ipad";"29954.0";32064
1280;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"ipad";"NULL";241164
4291;"NULL";"NULL";"2015-05-25";"185955";0;2326;5;"0.355555555556";"0.355555555556";"0.9";"10.0";"iphone";"4984.25";201770
2090;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.333333333333";"0.333333333333";"0.777777777778";"9.0";"iphone";"NULL";206146
9089;"NULL";"NULL";"2015-05-27";"63463";0;20;2;"0.222222222222";"0.222222222222";"1.0";"2.0";"iphone";"239.0";63484
3393;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.288888888889";"0.288888888889";"0.421052631579";"19.0";"ipod";"NULL";176923
8308;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.155555555556";"0.155555555556";"1.0";"2.0";"ipad";"NULL";193998
7894;"NULL";"NULL";"2015-05-26";"96753";1;1567;3;"0.222222222222";"0.666666666667";"0.75";"4.0";"ipad";"12350.0";121783
6611;"NULL";"NULL";"2015-05-25";"250234";-1;21;3;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"561.5";250370
8276;"NULL";"NULL";"2015-05-27";"9824";0;4526;13;"0.555555555556";"0.555555555556";"0.703703703704";"27.0";"iphone";"15749.3333333";198817
9997;"NULL";"NULL";"2015-05-27";"5656";0;1285;2;"0.222222222222";"0.4";"0.666666666667";"6.0";"iphone";"1234.0";7773
908;"NULL";"NULL";"2015-05-27";"45409";0;5508;6;"0.666666666667";"0.666666666667";"0.564102564103";"39.0";"iphone";"34093.2";216434
9125;"NULL";"NULL";"2015-05-26";"89294";1;707;3;"0.222222222222";"0.222222222222";"0.416666666667";"12.0";"iphone";"51665.5";186973
7990;"NULL";"NULL";"2015-05-27";"78760";0;3372;11;"0.177777777778";"0.177777777778";"0.0909090909091";"22.0";"ipod";"16708.0";245851
8848;"NULL";"NULL";"2015-05-26";"97952";0;3561;6;"0.511111111111";"0.622222222222";"0.666666666667";"24.0";"ipad";"28280.0";239488
1476;"NULL";"NULL";"2015-05-27";"71498";0;13808;8;"0.666666666667";"0.888888888889";"0.777777777778";"27.0";"ipad";"24425.8571429";243146
541;"NULL";"NULL";"2015-05-27";"7258";-1;843;3;"0.155555555556";"0.177777777778";"0.444444444444";"9.0";"ipad";"37800.0";83105
8871;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"NULL";85126
3180;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"0.75";"4.0";"iphone";"NULL";97382
5239;"NULL";"NULL";"2015-05-27";"19488";0;6074;9;"0.466666666667";"0.622222222222";"0.433333333333";"30.0";"iphone";"23156.875";204745
7215;"NULL";"NULL";"2015-05-27";"48549";0;902;2;"0.222222222222";"0.222222222222";"0.666666666667";"6.0";"ipad";"183813.0";232911
8692;"NULL";"NULL";"2015-05-27";"29774";0;5042;7;"0.444444444444";"0.666666666667";"0.708333333333";"24.0";"iphone";"14324.1666667";117039
4340;"NULL";"NULL";"2015-05-27";"1796";0;5426;15;"0.4";"0.422222222222";"0.47619047619";"42.0";"ipod";"5468.57142857";78356
257;"NULL";"NULL";"2015-05-27";"690";0;2873;7;"0.333333333333";"0.444444444444";"0.344827586207";"29.0";"ipad";"22762.8333333";137538
3139;"NULL";"NULL";"2015-05-27";"11343";1;1090;2;"0.288888888889";"0.333333333333";"0.818181818182";"11.0";"ipad";"65265.0";76802
194;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.155555555556";"0.155555555556";"1.0";"2.0";"iphone";"NULL";211765
7557;"NULL";"NULL";"2015-05-27";"64101";0;3347;3;"0.222222222222";"0.222222222222";"0.75";"4.0";"iphone";"22003.5";111437
6261;"NULL";"NULL";"2015-05-25";"203691";-1;84;2;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"104918.0";203776
7497;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"ipod";"NULL";34212
2626;"NULL";"NULL";"2015-05-27";"75830";1;500;3;"0.177777777778";"0.177777777778";"0.4";"5.0";"iphone";"14628.5";76350
823;"NULL";"NULL";"2015-05-27";"22946";0;11875;27;"0.444444444444";"0.666666666667";"0.179487179487";"78.0";"iphone";"7367.61538462";214814
4517;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"ipad";"NULL";79072
8709;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.222222222222";"0.5";"2.0";"iphone";"NULL";9154
9994;"NULL";"NULL";"2015-05-26";"102679";-1;151;2;"0.133333333333";"0.133333333333";"1.0";"1.0";"ipad";"179.0";102831
7504;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.2";"0.2";"0.666666666667";"6.0";"ipad";"NULL";212075
3033;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.155555555556";"0.155555555556";"NULL";"NULL";"iphone";"NULL";17011
9021;"NULL";"NULL";"2015-05-27";"47";0;7192;9;"0.511111111111";"0.777777777778";"0.46511627907";"43.0";"ipad";"24011.5";192108
2246;"NULL";"NULL";"2015-05-26";"138194";0;433;2;"0.177777777778";"0.444444444444";"0.4";"5.0";"iphone";"62084.0";200655
6490;"NULL";"NULL";"2015-05-27";"17232";0;279;2;"0.155555555556";"0.155555555556";"1.0";"2.0";"iphone";"2057.0";17512
5709;"NULL";"NULL";"2015-05-27";"65621";1;9586;4;"0.733333333333";"0.733333333333";"0.295454545455";"88.0";"iphone";"56998.0";193427
1348;"NULL";"NULL";"2015-05-26";"137666";0;584;1;"0.177777777778";"0.177777777778";"0.428571428571";"7.0";"iphone";"NULL";138251
2612;"NULL";"NULL";"2015-05-27";"282";0;1802;3;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"3401.5";7759
2707;"NULL";"NULL";"2015-05-25";"247927";-1;216;1;"0.133333333333";"0.155555555556";"NULL";"NULL";"ipad";"NULL";248144
2271;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"NULL";179845
7548;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"NULL";132537
8707;"NULL";"NULL";"2015-05-26";"125710";0;1236;2;"0.311111111111";"0.311111111111";"0.9";"10.0";"iphone";"86002.0";212015
1694;"NULL";"NULL";"2015-05-25";"182528";0;1272;9;"0.333333333333";"0.333333333333";"0.7";"10.0";"iphone";"8595.375";251257
1844;"NULL";"NULL";"2015-05-27";"25186";0;7538;21;"0.555555555556";"0.555555555556";"0.428571428571";"28.0";"iphone";"8152.25";188322
7793;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"NULL";75579
638;"NULL";"NULL";"2015-05-27";"3736";0;12006;8;"0.666666666667";"0.777777777778";"0.546666666667";"75.0";"iphone";"25701.8571429";184702
9410;"NULL";"NULL";"2015-05-26";"91758";0;6708;7;"0.666666666667";"0.666666666667";"0.421875";"64.0";"iphone";"3254.33333333";111221
9945;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"0.666666666667";"3.0";"iphone";"NULL";176614
8473;"NULL";"NULL";"2015-05-25";"203957";0;7898;5;"0.666666666667";"0.666666666667";"0.605263157895";"38.0";"ipad";"6692.0";230636
998;"NULL";"NULL";"2015-05-27";"15799";-1;98;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"ipad";"NULL";15898
5467;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"0.6";"5.0";"ipad";"NULL";140621
8157;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.155555555556";"0.155555555556";"0.666666666667";"3.0";"iphone";"NULL";87035
8623;"NULL";"NULL";"2015-05-27";"13810";0;536;3;"0.288888888889";"0.288888888889";"0.666666666667";"9.0";"iphone";"67045.5";147916
4743;"NULL";"NULL";"2015-05-27";"19865";0;3257;7;"0.222222222222";"0.222222222222";"1.0";"4.0";"iphone";"16297.0";117743
8320;"NULL";"NULL";"2015-05-26";"100985";0;811;4;"0.222222222222";"0.333333333333";"0.75";"4.0";"ipad";"30509.0";192682
5192;"NULL";"NULL";"2015-05-27";"27953";0;322;3;"0.177777777778";"0.177777777778";"1.0";"3.0";"iphone";"4034.5";30895
4747;"NULL";"NULL";"2015-05-26";"163436";0;1215;4;"0.333333333333";"0.333333333333";"0.777777777778";"9.0";"iphone";"3412.33333333";165678
2698;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.266666666667";"0.266666666667";"0.8";"5.0";"ipad";"NULL";96258
8849;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"NULL";181501
8857;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.4";"0.4";"1.0";"11.0";"iphone";"NULL";37929
164;"NULL";"NULL";"2015-05-25";"214939";0;386;2;"0.177777777778";"0.177777777778";"0.285714285714";"7.0";"iphone";"166936.0";215326
5586;"NULL";"NULL";"2015-05-26";"131064";0;1119;2;"0.222222222222";"0.222222222222";"0.888888888889";"9.0";"iphone";"84936.0";132184
384;"NULL";"NULL";"2015-05-27";"71924";0;2969;5;"0.222222222222";"0.222222222222";"0.190476190476";"21.0";"iphone";"22716.75";163235
67;"NULL";"NULL";"2015-05-27";"14393";0;17117;14;"0.888888888889";"0.888888888889";"0.438848920863";"139.0";"iphone";"13970.2307692";196771
9550;"NULL";"NULL";"2015-05-26";"92628";0;3245;4;"0.4";"0.444444444444";"0.692307692308";"13.0";"iphone";"27531.0";175622
4753;"NULL";"NULL";"2015-05-27";"61906";0;4905;8;"0.333333333333";"0.333333333333";"0.647058823529";"17.0";"ipad";"25456.0";224938
7875;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.711111111111";"1.0";"1.0";"iphone";"NULL";183280
8659;"NULL";"NULL";"2015-05-27";"10496";0;2560;3;"0.4";"0.4";"0.545454545455";"22.0";"iphone";"83076.5";178089
7416;"NULL";"NULL";"2015-05-26";"162870";-1;284;4;"0.155555555556";"0.155555555556";"1.0";"3.0";"ipad";"154.666666667";165140
6185;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.288888888889";"0.288888888889";"1.0";"7.0";"iphone";"NULL";78526
9756;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"0.5";"2.0";"ipad";"NULL";41242
9340;"NULL";"NULL";"2015-05-27";"9575";0;10893;14;"0.666666666667";"0.666666666667";"0.475409836066";"61.0";"ipad";"1802.69230769";34657
7326;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"NULL";132026
9534;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.177777777778";"0.177777777778";"0.4";"5.0";"iphone";"NULL";197156
3900;"NULL";"NULL";"2015-05-26";"97930";-1;141;2;"0.133333333333";"0.133333333333";"0.5";"2.0";"iphone";"79103.0";98072
5972;"NULL";"NULL";"2015-05-27";"82904";-1;149;1;"0.133333333333";"0.222222222222";"0.5";"2.0";"iphone";"NULL";83054
8140;"NULL";"NULL";"2015-05-27";"7400";0;4967;4;"0.555555555556";"0.555555555556";"0.789473684211";"19.0";"ipad";"53886.6666667";165651
8670;"NULL";"NULL";"2015-05-27";"8326";0;2278;6;"0.4";"0.4";"0.8";"10.0";"iphone";"713.2";12649
1976;"NULL";"NULL";"2015-05-26";"167480";-1;983;3;"0.177777777778";"0.177777777778";"0.0769230769231";"13.0";"iphone";"5846.5";173085
5516;"NULL";"NULL";"2015-05-27";"23451";-1;2225;9;"0.333333333333";"0.333333333333";"0.533333333333";"15.0";"iphone";"4486.375";59363
6114;"NULL";"NULL";"2015-05-27";"43088";0;2062;1;"0.288888888889";"0.444444444444";"0.411764705882";"17.0";"iphone";"NULL";45151
4407;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"ipad";"NULL";66279
3;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"ipad";"NULL";200000
5008;"NULL";"NULL";"2015-05-27";"21046";0;1086;3;"0.222222222222";"0.222222222222";"0.666666666667";"6.0";"ipad";"18949.0";58946
1228;"NULL";"NULL";"2015-05-25";"192461";0;253;2;"0.2";"0.2";"0.6";"5.0";"ipad";"1120.0";192715
854;"NULL";"NULL";"2015-05-25";"187359";0;9505;11;"0.555555555556";"0.555555555556";"0.535714285714";"28.0";"iphone";"7752.7";257859
5134;"NULL";"NULL";"2015-05-25";"210918";0;1045;6;"0.222222222222";"0.222222222222";"1.0";"3.0";"ipad";"24024.4";227823
1406;"NULL";"NULL";"2015-05-27";"17205";0;2574;1;"0.444444444444";"0.444444444444";"0.75";"16.0";"ipad";"NULL";19780
4944;"NULL";"NULL";"NULL";"NULL";1;0;1;"0.222222222222";"0.222222222222";"0.444444444444";"9.0";"ipad";"NULL";248311
8156;"NULL";"NULL";"2015-05-27";"37773";0;7497;19;"0.511111111111";"0.688888888889";"0.48";"50.0";"iphone";"2448.38888889";138079
3384;"25.0";"3";"2015-05-25";"238524";0;71;2;"0.355555555556";"0.355555555556";"0.615384615385";"13.0";"ipad";"7189.0";238596
7878;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.155555555556";"0.155555555556";"0.5";"4.0";"ipad";"NULL";89390
1668;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.266666666667";"0.266666666667";"0.833333333333";"6.0";"ipad";"NULL";89161
2884;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"NULL";152011
8053;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"NULL";103759
6804;"NULL";"NULL";"2015-05-25";"177760";0;953;4;"0.266666666667";"0.266666666667";"0.5";"8.0";"iphone";"23147.6666667";187698
3627;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"4.0";"ipad";"NULL";188092
5201;"NULL";"NULL";"2015-05-26";"138412";-1;101;3;"NULL";"NULL";"NULL";"NULL";"ipad";"43349.5";138528
9161;"NULL";"NULL";"2015-05-27";"28862";0;849;2;"0.222222222222";"0.222222222222";"1.0";"4.0";"ipad";"12188.0";41629
2216;"NULL";"NULL";"2015-05-27";"12329";0;18415;22;"0.888888888889";"1.0";"0.367088607595";"79.0";"iphone";"11493.3333333";254322
7256;"NULL";"NULL";"2015-05-25";"212143";0;877;2;"0.288888888889";"0.333333333333";"1.0";"6.0";"iphone";"980.0";213021
6501;"NULL";"NULL";"2015-05-27";"41208";0;3356;2;"0.333333333333";"0.4";"0.193548387097";"31.0";"ipod";"6136.0";50183
8647;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"NULL";101979
4189;"NULL";"NULL";"2015-05-27";"673";-1;2537;4;"0.155555555556";"0.155555555556";"0.0833333333333";"12.0";"iphone";"2701.33333333";9535
2718;"NULL";"NULL";"2015-05-27";"4697";0;2932;12;"0.4";"0.4";"0.576923076923";"26.0";"ipod";"8685.81818182";100468
7508;"NULL";"NULL";"NULL";"NULL";1;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"ipad";"NULL";103085
431;"NULL";"NULL";"2015-05-26";"166573";0;16263;11;"0.444444444444";"0.444444444444";"0.6";"15.0";"iphone";"15174.8";256243
8142;"NULL";"NULL";"2015-05-27";"36615";-1;209;1;"0.155555555556";"0.266666666667";"1.0";"2.0";"iphone";"NULL";36825
32;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.155555555556";"0.155555555556";"1.0";"2.0";"iphone";"NULL";220135
