"user";"revenue";"units";"ls.date";"tsls";"rating";"ttp";"total.sessions";"completed";"completed.post";"win.rate";"tries";"device";"tbs";"tsad"
4673;"NULL";"NULL";"2015-05-26";"167443";0;1248;5;"0.333333333333";"0.333333333333";"0.75";"12.0";"iphone";"6829.0";181746
892;"NULL";"NULL";"2015-05-27";"30933";0;1521;3;"0.222222222222";"0.222222222222";"0.333333333333";"18.0";"iphone";"99214.0";229695
9360;"NULL";"NULL";"2015-05-27";"33340";-1;99;1;"0.133333333333";"0.333333333333";"1.0";"1.0";"iphone";"NULL";33440
4066;"NULL";"NULL";"2015-05-27";"1430";0;3613;7;"0.333333333333";"0.377777777778";"0.777777777778";"9.0";"iphone";"29078.1666667";175902
92;"NULL";"NULL";"2015-05-27";"36685";0;37;3;"0.222222222222";"0.222222222222";"0.75";"4.0";"iphone";"4099.0";36723
5682;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.333333333333";"0.333333333333";"0.875";"8.0";"iphone";"NULL";107473
8001;"NULL";"NULL";"2015-05-27";"11970";0;1741;7;"0.355555555556";"0.4";"0.722222222222";"18.0";"ipad";"20384.3333333";134547
5853;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.155555555556";"0.155555555556";"1.0";"2.0";"ipod";"NULL";198713
2673;"NULL";"NULL";"2015-05-27";"39931";0;19731;14;"0.888888888889";"0.888888888889";"0.690476190476";"42.0";"ipad";"17569.0769231";254333
2372;"NULL";"NULL";"2015-05-26";"130087";0;457;2;"0.222222222222";"0.222222222222";"1.0";"2.0";"ipad";"80001.0";210108
8190;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"NULL";89992
344;"NULL";"NULL";"2015-05-27";"38057";0;559;4;"0.222222222222";"0.355555555556";"0.75";"4.0";"iphone";"15631.0";85158
2244;"NULL";"NULL";"2015-05-27";"11478";0;2086;1;"0.4";"0.4";"0.875";"16.0";"iphone";"NULL";13565
9449;"NULL";"NULL";"2015-05-27";"79621";-1;989;4;"0.2";"0.2";"0.375";"8.0";"ipod";"56635.3333333";250022
8672;"NULL";"NULL";"2015-05-27";"7217";0;4317;8;"0.466666666667";"0.666666666667";"0.65";"20.0";"iphone";"25026.8571429";182720
7993;"NULL";"NULL";"2015-05-26";"134181";0;2120;2;"0.333333333333";"0.333333333333";"0.538461538462";"13.0";"iphone";"75326.0";210665
6036;"NULL";"NULL";"2015-05-27";"76870";0;672;3;"0.2";"0.2";"0.333333333333";"9.0";"iphone";"30701.5";107842
2902;"NULL";"NULL";"2015-05-26";"135231";0;374;1;"0.155555555556";"0.155555555556";"1.0";"2.0";"iphone";"NULL";135606
2182;"NULL";"NULL";"2015-05-25";"196060";-1;18;2;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"41.0";196079
1722;"NULL";"NULL";"2015-05-27";"35613";0;8165;7;"0.444444444444";"0.444444444444";"0.583333333333";"24.0";"iphone";"13098.5";113127
2431;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.266666666667";"0.266666666667";"0.545454545455";"11.0";"iphone";"NULL";57879
3905;"NULL";"NULL";"2015-05-25";"220595";-1;20;2;"NULL";"NULL";"NULL";"NULL";"ipad";"57.0";220616
2877;"NULL";"NULL";"2015-05-26";"94490";0;350;4;"0.177777777778";"0.177777777778";"0.5";"6.0";"iphone";"4223.66666667";107162
9317;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"ipod";"NULL";204771
729;"NULL";"NULL";"2015-05-27";"15659";0;1010;2;"0.266666666667";"0.266666666667";"0.625";"8.0";"ipod";"6694.0";22936
7966;"NULL";"NULL";"2015-05-27";"14244";0;3;2;"0.288888888889";"0.288888888889";"0.875";"8.0";"ipad";"355.0";14248
7718;"NULL";"NULL";"2015-05-27";"82616";0;290;2;"0.177777777778";"0.177777777778";"0.428571428571";"7.0";"iphone";"6362.0";82907
644;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.266666666667";"0.266666666667";"1.0";"6.0";"iphone";"NULL";201473
1807;"NULL";"NULL";"2015-05-27";"2150";1;1955;1;"0.222222222222";"0.222222222222";"0.4";"10.0";"iphone";"NULL";4106
8891;"NULL";"NULL";"2015-05-27";"86336";0;1011;2;"0.355555555556";"0.355555555556";"0.571428571429";"21.0";"ipad";"2546.0";87348
788;"NULL";"NULL";"2015-05-26";"101220";0;2107;3;"0.444444444444";"0.444444444444";"0.625";"24.0";"ipad";"43240.0";176305
9700;"NULL";"NULL";"2015-05-26";"107762";0;152;2;"0.177777777778";"0.177777777778";"1.0";"3.0";"ipad";"7195.0";107915
2535;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"NULL";160284
2161;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"ipad";"NULL";10913
4067;"NULL";"NULL";"2015-05-26";"102755";-1;188;2;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"902.0";103672
2798;"NULL";"NULL";"2015-05-27";"35987";-1;31;1;"NULL";"0.177777777778";"NULL";"NULL";"iphone";"NULL";36019
5085;"NULL";"NULL";"2015-05-27";"9578";0;6225;19;"0.555555555556";"0.711111111111";"0.487179487179";"39.0";"iphone";"10462.6111111";198598
3600;"NULL";"NULL";"2015-05-26";"98670";0;587;3;"0.2";"0.2";"0.571428571429";"7.0";"iphone";"47875.0";144690
115;"NULL";"NULL";"2015-05-27";"79035";0;2296;2;"0.333333333333";"0.333333333333";"1.0";"7.0";"ipad";"79972.0";161177
452;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.155555555556";"0.155555555556";"1.0";"3.0";"iphone";"NULL";203461
2918;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.155555555556";"0.155555555556";"0.5";"2.0";"ipad";"NULL";131503
5666;"NULL";"NULL";"2015-05-27";"9011";0;1660;4;"0.222222222222";"0.333333333333";"0.666666666667";"6.0";"iphone";"62708.0";197138
2998;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.155555555556";"0.155555555556";"0.5";"2.0";"ipad";"NULL";216908
5720;"NULL";"NULL";"2015-05-27";"22467";-1;3332;5;"0.333333333333";"0.577777777778";"0.444444444444";"36.0";"iphone";"6736.75";51505
7231;"NULL";"NULL";"2015-05-26";"158028";1;338;2;"0.222222222222";"0.222222222222";"1.0";"4.0";"ipad";"360.0";158367
572;"NULL";"NULL";"NULL";"NULL";-1;0;1;"NULL";"NULL";"NULL";"NULL";"iphone";"NULL";189632
1579;"NULL";"NULL";"2015-05-27";"34563";0;2349;3;"0.4";"0.4";"0.769230769231";"26.0";"iphone";"16992.0";70410
3365;"NULL";"NULL";"2015-05-27";"10099";0;1144;4;"0.266666666667";"0.333333333333";"0.4";"10.0";"iphone";"13953.6666667";52902
7991;"NULL";"NULL";"2015-05-27";"76068";0;972;1;"0.333333333333";"0.355555555556";"1.0";"7.0";"ipad";"NULL";77041
1478;"NULL";"NULL";"2015-05-27";"36783";0;3443;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"ipad";"NULL";40227
6782;"NULL";"NULL";"2015-05-25";"200658";0;1057;3;"0.333333333333";"0.333333333333";"0.888888888889";"9.0";"iphone";"142.0";201999
6752;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"NULL";169098
9300;"NULL";"NULL";"2015-05-27";"18895";0;13284;21;"0.666666666667";"0.777777777778";"0.611111111111";"36.0";"ipod";"3746.55";94690
6820;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.177777777778";"0.177777777778";"1.0";"2.0";"iphone";"NULL";216480
6135;"NULL";"NULL";"NULL";"NULL";1;0;1;"0.155555555556";"0.155555555556";"1.0";"3.0";"ipad";"NULL";250565
1332;"NULL";"NULL";"2015-05-27";"788";1;5067;6;"0.444444444444";"0.888888888889";"0.62962962963";"27.0";"ipad";"28151.6";141946
8120;"NULL";"NULL";"2015-05-27";"17602";0;7644;17;"0.666666666667";"0.666666666667";"0.542857142857";"35.0";"iphone";"6851.75";127991
4666;"NULL";"NULL";"2015-05-27";"52990";0;1211;10;"0.222222222222";"0.222222222222";"0.6";"5.0";"iphone";"6941.22222222";115472
2006;"NULL";"NULL";"2015-05-25";"220751";-1;1;2;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"20.0";220753
5397;"NULL";"NULL";"NULL";"NULL";1;0;1;"0.2";"0.2";"0.75";"4.0";"iphone";"NULL";222879
6169;"NULL";"NULL";"2015-05-25";"201468";-1;134;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"NULL";201603
9220;"NULL";"NULL";"2015-05-26";"113732";0;121;2;"0.222222222222";"0.222222222222";"0.75";"4.0";"iphone";"69644.0";113854
6569;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"ipod";"NULL";167322
9701;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.155555555556";"0.155555555556";"1.0";"2.0";"iphone";"NULL";1648
1847;"NULL";"NULL";"2015-05-27";"29837";0;11274;13;"0.622222222222";"0.666666666667";"0.52380952381";"63.0";"ipad";"8548.41666667";132883
615;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"ipad";"NULL";219177
9985;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.266666666667";"0.266666666667";"1.0";"5.0";"ipad";"NULL";132995
4020;"NULL";"NULL";"2015-05-27";"64590";0;13560;18;"0.822222222222";"1.0";"0.323943661972";"71.0";"iphone";"9858.23529412";232480
2259;"NULL";"NULL";"2015-05-25";"216169";-1;160;2;"0.133333333333";"0.133333333333";"1.0";"1.0";"ipad";"90214.0";216330
7725;"NULL";"NULL";"2015-05-26";"104702";-1;326;9;"0.133333333333";"0.133333333333";"0.5";"2.0";"iphone";"20367.375";227746
2179;"NULL";"NULL";"2015-05-25";"191500";0;1761;2;"0.4";"0.4";"0.615384615385";"13.0";"iphone";"34204.0";225851
3298;"NULL";"NULL";"2015-05-27";"11104";-1;65;2;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"99151.0";110257
2812;"NULL";"NULL";"2015-05-27";"14041";0;7481;9;"0.666666666667";"0.666666666667";"0.560975609756";"41.0";"ipad";"6918.375";69810
6726;"NULL";"NULL";"2015-05-27";"3642";0;1067;1;"0.155555555556";"0.222222222222";"0.285714285714";"7.0";"iphone";"NULL";4710
6850;"NULL";"NULL";"2015-05-26";"107173";0;917;7;"0.222222222222";"0.444444444444";"0.5";"6.0";"ipad";"13151.6666667";186210
9758;"NULL";"NULL";"2015-05-27";"45449";1;3788;8;"0.222222222222";"0.288888888889";"0.333333333333";"39.0";"iphone";"5613.14285714";85569
161;"NULL";"NULL";"2015-05-27";"10412";0;3556;3;"0.4";"0.4";"0.785714285714";"14.0";"iphone";"45624.5";103207
5091;"NULL";"NULL";"2015-05-26";"93095";0;3577;3;"0.555555555556";"0.777777777778";"0.9375";"16.0";"ipad";"28519.0";102857
3088;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.155555555556";"0.155555555556";"0.5";"4.0";"ipod";"NULL";682
3740;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.177777777778";"0.177777777778";"1.0";"3.0";"ipad";"NULL";169594
3412;"NULL";"NULL";"2015-05-27";"7437";0;531;2;"0.222222222222";"0.222222222222";"0.75";"4.0";"ipod";"250528.0";258014
4532;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.333333333333";"0.333333333333";"0.8";"10.0";"ipad";"NULL";7257
3209;"NULL";"NULL";"2015-05-26";"96112";0;3951;10;"0.488888888889";"0.511111111111";"0.75";"20.0";"iphone";"2707.44444444";120479
8687;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"0.4";"5.0";"iphone";"NULL";254187
351;"NULL";"NULL";"2015-05-27";"2848";-1;2969;3;"0.311111111111";"0.444444444444";"0.464285714286";"28.0";"iphone";"19034.0";41495
8824;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.177777777778";"NULL";"NULL";"ipad";"NULL";47913
8995;"NULL";"NULL";"2015-05-27";"3946";0;1596;4;"0.355555555556";"0.511111111111";"0.521739130435";"23.0";"ipod";"472.333333333";5811
9422;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"0.375";"8.0";"ipad";"NULL";166896
6608;"NULL";"NULL";"2015-05-26";"161615";0;3991;3;"0.222222222222";"0.355555555556";"1.0";"3.0";"iphone";"47398.0";256702
3882;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"ipod";"NULL";112
7773;"NULL";"NULL";"2015-05-27";"1376";0;265;1;"0.155555555556";"0.822222222222";"1.0";"2.0";"iphone";"NULL";1642
6468;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.155555555556";"0.155555555556";"0.5";"2.0";"ipad";"NULL";188228
7078;"NULL";"NULL";"2015-05-25";"206865";-1;263;2;"0.155555555556";"0.155555555556";"1.0";"4.0";"ipod";"113173.0";207129
2087;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"NULL";208827
5338;"NULL";"NULL";"2015-05-27";"39951";0;2360;1;"0.311111111111";"0.4";"0.75";"12.0";"ipod";"NULL";42312
8248;"NULL";"NULL";"2015-05-26";"162239";0;5451;5;"0.466666666667";"0.466666666667";"0.416666666667";"36.0";"iphone";"20684.5";210879
7688;"NULL";"NULL";"2015-05-25";"224040";0;27;2;"0.155555555556";"0.155555555556";"1.0";"2.0";"iphone";"45.0";224068
549;"NULL";"NULL";"2015-05-27";"36047";0;604;1;"0.2";"0.288888888889";"0.75";"4.0";"iphone";"NULL";36652
3861;"NULL";"NULL";"2015-05-27";"13967";0;3179;2;"0.266666666667";"0.333333333333";"0.625";"8.0";"ipad";"6393.0";23520
1186;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"ipad";"NULL";142991
4180;"NULL";"NULL";"2015-05-27";"6670";1;1015;4;"0.288888888889";"0.666666666667";"0.75";"12.0";"iphone";"939.333333333";9542
5185;"NULL";"NULL";"2015-05-25";"178657";-1;72;2;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"2378.0";178730
3275;"NULL";"NULL";"NULL";"NULL";-1;0;1;"NULL";"NULL";"NULL";"NULL";"ipad";"NULL";19061
8371;"NULL";"NULL";"2015-05-27";"21684";0;11423;9;"0.666666666667";"1.0";"0.528301886792";"53.0";"ipad";"2476.625";41911
1950;"NULL";"NULL";"2015-05-26";"113118";0;271;2;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"46263.0";113390
4205;"NULL";"NULL";"2015-05-27";"30806";-1;73;2;"0.155555555556";"0.155555555556";"0.25";"4.0";"ipad";"5359.0";30880
7293;"NULL";"NULL";"2015-05-26";"121907";0;4057;4;"0.422222222222";"0.422222222222";"0.446428571429";"56.0";"ipad";"7954.0";147203
6392;"NULL";"NULL";"2015-05-27";"4172";0;8390;10;"0.666666666667";"0.666666666667";"0.557692307692";"52.0";"ipad";"18286.0";170083
5315;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"NULL";95951
9679;"NULL";"NULL";"2015-05-27";"85182";1;261;2;"0.155555555556";"0.155555555556";"1.0";"2.0";"iphone";"300.0";85444
2702;"NULL";"NULL";"2015-05-25";"202272";0;1058;1;"0.333333333333";"0.333333333333";"1.0";"7.0";"iphone";"NULL";203331
5495;"NULL";"NULL";"2015-05-27";"9449";0;658;1;"0.222222222222";"0.444444444444";"1.0";"3.0";"iphone";"NULL";10108
84;"NULL";"NULL";"2015-05-26";"134830";0;19;2;"0.155555555556";"0.155555555556";"1.0";"2.0";"iphone";"37.0";134850
4163;"NULL";"NULL";"2015-05-26";"126067";0;1645;2;"0.355555555556";"0.4";"0.631578947368";"19.0";"ipad";"85627.0";212569
5671;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"0.5";"6.0";"iphone";"NULL";31387
3027;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"0.25";"4.0";"ipad";"NULL";250442
3301;"NULL";"NULL";"2015-05-25";"198045";1;1111;2;"0.222222222222";"0.222222222222";"0.75";"4.0";"iphone";"87519.0";199157
7925;"NULL";"NULL";"2015-05-26";"89622";0;370;4;"0.222222222222";"0.222222222222";"0.75";"4.0";"iphone";"330.0";90042
2620;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.177777777778";"0.177777777778";"0.75";"4.0";"iphone";"NULL";33824
1645;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"NULL";209483
7683;"NULL";"NULL";"2015-05-27";"16732";0;10778;14;"0.733333333333";"0.733333333333";"0.448275862069";"58.0";"iphone";"11404.0769231";165739
498;"NULL";"NULL";"2015-05-27";"71381";0;9309;12;"0.333333333333";"0.333333333333";"0.205882352941";"68.0";"ipad";"10042.0";230921
9500;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"4.0";"iphone";"NULL";9895
1477;"NULL";"NULL";"2015-05-25";"242032";0;636;2;"0.333333333333";"0.333333333333";"1.0";"8.0";"iphone";"44949.0";242669
9920;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"0.75";"4.0";"iphone";"NULL";220321
3207;"NULL";"NULL";"2015-05-27";"2914";0;2;2;"0.288888888889";"0.288888888889";"0.9";"10.0";"ipod";"975.0";2917
1568;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"ipad";"NULL";80780
3428;"NULL";"NULL";"2015-05-27";"18289";0;6018;7;"0.555555555556";"0.555555555556";"0.45";"40.0";"iphone";"15179.8333333";110570
3975;"NULL";"NULL";"2015-05-27";"74847";0;940;1;"0.222222222222";"0.222222222222";"0.666666666667";"9.0";"ipad";"NULL";75788
8249;"NULL";"NULL";"2015-05-27";"34043";-1;151;3;"0.133333333333";"0.155555555556";"1.0";"1.0";"iphone";"29125.5";92300
3165;"NULL";"NULL";"2015-05-27";"79632";0;2195;6;"0.444444444444";"0.444444444444";"0.416666666667";"24.0";"ipod";"17570.0";168969
9742;"NULL";"NULL";"NULL";"NULL";-1;0;1;"NULL";"NULL";"NULL";"NULL";"iphone";"NULL";198606
117;"NULL";"NULL";"2015-05-27";"3538";0;2286;9;"0.222222222222";"0.222222222222";"0.153846153846";"13.0";"ipad";"16822.125";138263
2214;"NULL";"NULL";"2015-05-27";"41102";0;334;2;"0.177777777778";"0.177777777778";"0.333333333333";"6.0";"iphone";"353.0";41437
5721;"NULL";"NULL";"2015-05-27";"80569";0;3621;3;"0.333333333333";"0.333333333333";"0.526315789474";"19.0";"iphone";"63861.5";209255
9090;"NULL";"NULL";"2015-05-27";"73235";0;4832;4;"0.488888888889";"0.888888888889";"0.56";"25.0";"iphone";"14838.0";118590
7556;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.155555555556";"0.155555555556";"1.0";"2.0";"ipad";"NULL";109089
5902;"NULL";"NULL";"2015-05-27";"2735";0;4048;5;"0.444444444444";"0.444444444444";"0.428571428571";"35.0";"iphone";"44935.0";182906
7883;"NULL";"NULL";"2015-05-27";"61539";0;3033;10;"0.177777777778";"0.222222222222";"0.260869565217";"23.0";"ipod";"21779.0";257673
6557;"NULL";"NULL";"2015-05-27";"16303";0;7747;17;"0.444444444444";"0.444444444444";"0.560975609756";"41.0";"ipod";"6453.5";116736
8668;"NULL";"NULL";"2015-05-27";"26007";0;4716;8;"0.444444444444";"0.844444444444";"0.545454545455";"22.0";"iphone";"24700.8571429";198895
2385;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"ipad";"NULL";26242
6803;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.177777777778";"0.177777777778";"0.5";"4.0";"iphone";"NULL";53930
3989;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.444444444444";"0.444444444444";"0.923076923077";"13.0";"ipad";"NULL";121672
8368;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"NULL";188821
4345;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.155555555556";"0.155555555556";"0.666666666667";"3.0";"iphone";"NULL";198383
8903;"NULL";"NULL";"2015-05-26";"101681";1;270;2;"0.155555555556";"0.155555555556";"1.0";"2.0";"iphone";"307.0";101952
2591;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"NULL";196120
210;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"iphone";"NULL";33962
4630;"NULL";"NULL";"2015-05-27";"2017";0;1929;2;"0.355555555556";"0.444444444444";"0.615384615385";"13.0";"iphone";"8583.0";12349
5837;"NULL";"NULL";"2015-05-26";"100838";0;5785;6;"0.222222222222";"0.222222222222";"0.333333333333";"27.0";"ipad";"16283.2";184166
8050;"NULL";"NULL";"2015-05-27";"14074";0;2359;6;"0.222222222222";"0.222222222222";"0.470588235294";"17.0";"iphone";"47514.2";251982
2700;"NULL";"NULL";"2015-05-27";"7100";0;5903;3;"0.511111111111";"0.511111111111";"0.652173913043";"23.0";"ipad";"86648.5";180888
8180;"NULL";"NULL";"2015-05-27";"4815";0;2473;5;"0.466666666667";"0.622222222222";"0.5";"58.0";"ipad";"53409.5";217589
3153;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"ipad";"NULL";235781
4454;"NULL";"NULL";"2015-05-25";"211460";0;464;2;"0.177777777778";"0.177777777778";"0.75";"4.0";"iphone";"162075.0";211925
1760;"NULL";"NULL";"NULL";"NULL";1;0;1;"0.222222222222";"0.222222222222";"0.75";"4.0";"iphone";"NULL";212393
3460;"NULL";"NULL";"2015-05-27";"49718";0;1037;1;"0.288888888889";"0.288888888889";"1.0";"7.0";"ipad";"NULL";50756
1542;"NULL";"NULL";"2015-05-26";"131263";0;1613;5;"0.222222222222";"0.222222222222";"0.6";"5.0";"iphone";"8410.75";150310
3820;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.155555555556";"0.155555555556";"0.5";"2.0";"ipad";"NULL";46630
5546;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.4";"0.4";"0.916666666667";"12.0";"iphone";"NULL";182958
9091;"NULL";"NULL";"2015-05-27";"56668";0;795;1;"0.222222222222";"0.333333333333";"0.75";"4.0";"iphone";"NULL";57464
4116;"NULL";"NULL";"2015-05-27";"39233";0;2891;6;"0.222222222222";"0.222222222222";"0.375";"8.0";"ipad";"29615.6";185875
4831;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"1.0";"1.0";"ipad";"NULL";163575
9150;"NULL";"NULL";"2015-05-25";"178046";-1;853;7;"0.177777777778";"0.177777777778";"0.166666666667";"6.0";"iphone";"1429.83333333";186607
6001;"NULL";"NULL";"2015-05-27";"68733";0;2953;1;"0.444444444444";"0.733333333333";"0.642857142857";"14.0";"ipad";"NULL";71687
802;"NULL";"NULL";"2015-05-27";"14272";0;6085;7;"0.622222222222";"0.8";"0.571428571429";"42.0";"ipod";"10060.3333333";76112
6814;"NULL";"NULL";"2015-05-27";"13520";0;2973;5;"0.444444444444";"0.444444444444";"1.0";"10.0";"ipad";"4992.5";33967
5764;"NULL";"NULL";"2015-05-26";"117618";0;988;4;"0.355555555556";"0.355555555556";"0.722222222222";"18.0";"ipad";"15595.0";118678
7291;"NULL";"NULL";"2015-05-27";"33529";0;580;1;"0.222222222222";"0.577777777778";"0.75";"4.0";"iphone";"NULL";34110
488;"NULL";"NULL";"2015-05-27";"1471";-1;1307;7;"0.177777777778";"0.177777777778";"0.230769230769";"13.0";"ipad";"2541.0";16612
9456;"NULL";"NULL";"2015-05-27";"15877";0;7258;18;"0.666666666667";"0.733333333333";"0.540540540541";"37.0";"ipad";"11828.2352941";217980
7338;"NULL";"NULL";"2015-05-25";"173301";0;3289;6;"0.444444444444";"0.444444444444";"0.37037037037";"27.0";"ipod";"8484.2";215858
991;"NULL";"NULL";"2015-05-26";"94176";-1;576;3;"0.155555555556";"0.155555555556";"0.25";"4.0";"iphone";"3265.5";100708
2519;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.266666666667";"0.266666666667";"0.666666666667";"6.0";"ipad";"NULL";204233
4518;"NULL";"NULL";"2015-05-25";"195705";0;823;1;"0.177777777778";"0.177777777778";"0.166666666667";"12.0";"iphone";"NULL";196529
887;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.133333333333";"0.133333333333";"NULL";"NULL";"iphone";"NULL";210975
782;"NULL";"NULL";"NULL";"NULL";-1;0;1;"NULL";"NULL";"NULL";"NULL";"ipod";"NULL";198511
5484;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"NULL";188356
4019;"NULL";"NULL";"2015-05-27";"20885";0;27393;15;"0.888888888889";"1.0";"0.415492957746";"142.0";"ipad";"7401.92857143";124895
5347;"NULL";"NULL";"2015-05-27";"70530";-1;3;2;"0.133333333333";"0.133333333333";"1.0";"1.0";"ipad";"24.0";70534
80;"NULL";"NULL";"2015-05-27";"23455";-1;126;2;"0.133333333333";"0.133333333333";"1.0";"1.0";"ipod";"10187.0";23582
6744;"NULL";"NULL";"2015-05-27";"18365";0;1117;2;"0.288888888889";"0.288888888889";"0.692307692308";"13.0";"iphone";"116472.0";135031
8847;"NULL";"NULL";"2015-05-25";"180252";-1;1;2;"0.133333333333";"0.133333333333";"NULL";"NULL";"ipad";"41.0";180254
1980;"NULL";"NULL";"NULL";"NULL";1;0;1;"0.333333333333";"0.333333333333";"0.833333333333";"6.0";"ipad";"NULL";183356
5168;"NULL";"NULL";"2015-05-27";"54354";0;912;10;"0.266666666667";"0.266666666667";"0.333333333333";"12.0";"ipad";"361.666666667";57549
4048;"NULL";"NULL";"2015-05-26";"116962";0;2634;1;"0.222222222222";"0.222222222222";"0.75";"4.0";"ipad";"NULL";119597
825;"NULL";"NULL";"NULL";"NULL";0;0;1;"0.222222222222";"0.222222222222";"1.0";"3.0";"iphone";"NULL";190551
2756;"NULL";"NULL";"NULL";"NULL";-1;0;1;"0.155555555556";"0.155555555556";"1.0";"2.0";"iphone";"NULL";184579
2076;"NULL";"NULL";"2015-05-27";"16787";0;1780;4;"0.222222222222";"0.222222222222";"0.384615384615";"13.0";"ipad";"52971.0";170622
1232;"NULL";"NULL";"2015-05-26";"97331";0;6135;5;"0.511111111111";"0.666666666667";"0.7";"20.0";"ipad";"24547.5";196162
9917;"NULL";"NULL";"2015-05-25";"245772";-1;2;2;"NULL";"NULL";"NULL";"NULL";"iphone";"28.0";245775
9614;"NULL";"NULL";"2015-05-25";"187813";0;1056;3;"0.288888888889";"0.288888888889";"0.727272727273";"22.0";"ipod";"47068.5";188886
8942;"NULL";"NULL";"2015-05-26";"91557";0;1617;1;"0.333333333333";"0.333333333333";"0.5";"16.0";"iphone";"NULL";93175
600;"NULL";"NULL";"2015-05-27";"14101";1;2879;4;"0.222222222222";"0.222222222222";"0.8";"5.0";"iphone";"26991.0";95690
